Brand,Category,Details,DrugFacts,NumberofReviews,Path,Price,ProductLink,ProductName,StarRating,SubCategory
Every Drop,Beauty,"Chat with a Target Beauty Concierge
Highlights
Set of two tools helps you extend the use of all liquid makeup by getting every last drop
Doesn’t absorb makeup when used
Flexible to fit any size bottle
Keep your makeup lasting even longer with the Every Drop Combo Spatulas. These two makeup tools help you get every last drop out of your favorite cosmetics — use the larger rubber spatula for liquid foundation and the small rubber spatula for your favorite lip glosses. And with the rubber construction, you don’t have to worry about the spatulas absorbing any of it.
Number of Pieces: 2
Care & Cleaning: Rinse Clean, Rinse Clean, Wash with Soap and Water, spot or wipe clean
TCIN: 16679412
UPC: 858651002320
Item Number (DPCI): 052-15-0124
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,10,Target/Beauty/Makeup/Makeup Tools & Brushes,$10.00,https://www.target.com/p/every-drop-combo-spatulas-2-ct/-/A-16679412,Every Drop Combo Spatulas - 2 ct,3.4,Makeup
e.l.f.,Beauty,"Chat with a Target Beauty Concierge
Highlights
Massaging Eye Wand and Eye Cream
Gentle vibrations and heat help prep the skin to better absorb product
Works best with e.l.f.'s illuminating eye cream
Relax and prep the skin around the eyes with the e.l.f.'s Massaging Eye Wand and Illuminating Eye Cream. The gentle vibrations and heat from the wand help retain moisture to better absorb eye cream. The device features a curved handle that is designed to provide ease of use while a cap protects the device. Included in packaging: one AAA battery to power the device and e.l.f.'s Illuminating Eye Cream. e.l.f.'s illuminating eye cream minimizes dark circles, nourishes and deeply hydrates the skin with jojoba, vitamin E, and cucumber. How to use: Remove wrapping of the eye massage wand and insert battery provided into the device. Apply the device to the eye area, and place your fingers on the smart sensor (metal part of the wand) to turn the device on. To activate the device, the device must be in contact with your skin while your fingers are on the smart sensor. Working from the inside out, slowly glide outward. To clean the tool, gently wipe the head with a dry cloth after use. Store device at room temperature.
Scent: Unscented
Number of Pieces: 2
Product Form: Liquid
Beauty Purpose: Brightening
Recommended Skin Type: Combination, mature, normal, sensitive
TCIN: 52658707
UPC: 609332570092
Item Number (DPCI): 052-16-0130
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,11,Target/Beauty/Skin Care,$25.00,https://www.target.com/p/e-l-f-massaging-eye-wand-set-49oz/-/A-52658707,e.l.f. Massaging Eye Wand Set .49oz,4.0,Skin Care
Sorbus,Beauty,"Chat with a Target Beauty Concierge
Highlights
Clear makeup organizer keeps your go-to cosmetics within reach
4 large drawers give you places for all of your must-haves
Perfect to store on top of your vanity or dresser for convenient access
Organize your makeup and cosmetics in this Makeup and Jewelry Storage Case Display from Sorbus. These makeup storage drawers organize all of your makeup essentials in one convenient place. The clear design allows you to easily find whatever you need. Equipped with four large drawers, it's perfect for stowing things like lipsticks, foundations, bronzers, eyeshadows and even your favorite jewelry.
Closure Type: Flap
Number of Compartments: 4
Material: Plastic
Care & Cleaning: Clean with Water, spot or wipe clean
TCIN: 53437741
UPC: 816485028923
Item Number (DPCI): 052-15-0343
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,1,Target/Beauty/Makeup/Bags & Organizers,$19.99,https://www.target.com/p/sorbus-makeup-and-jewelry-storage-case-display-4-large-drawers/-/A-53539415?preselect=53437741#lnk=sametab,Sorbus Makeup and Jewelry Storage Case Display - 4 Large Drawers,5.0,Makeup
Real Techniques,Beauty,"Chat with a Target Beauty Concierge
Highlights
for full coverage
UltraPlush Bristles
Synthetic bristles that are custom-cut, easy to clean, and 100% cruelty-free
Long Lasting
No streaks and Flawless Results
No Product Build-Up
Brush Crush is engineered for performance, but designed to be instagrammable. Like your latest lipstick shade this crush isn't here to stay! This Limited Edition Collection is designed with Sam + Nic and inspired by the latest space, cosmic ice, and metallic trends.

For an out of this world look, explore with the 301 FOUNDATION brush:

Rounded cut easily buffs creams or liquids

#BrushCrush

For online video tutorials, tips, and tricks on how to use our Real Techniques brushes, visit our YouTube website channel. Clean weekly with our brush cleansing gel for improved brush performance.
Number of Pieces: 1
Piece 1 Dimensions: 1.3 inches (W) x 6.5 inches (L)
Handle Material: Plastic
Brush Bristle Material: Polyester
Recommended Use: Cream, liquid
Beauty Purpose: Concealing
Material: Brush Bristle Percentage 1: 100
Tip Type: Round
Makeup brush type: Foundation brush
Bristle material type: Synthetic
Care & Cleaning: Wash with Soap and Water
TCIN: 75574894
UPC: 079625017991
Item Number (DPCI): 052-15-0473
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,101,Target/Beauty/Makeup/Makeup Tools & Brushes,$10.39,https://www.target.com/p/real-techniques-brush-crush-301-foundation-brush/-/A-75574894,Real Techniques Brush Crush 301 Foundation Brush,4.7,Makeup
Sorbus,Beauty,"Chat with a Target Beauty Concierge
Highlights
Clear makeup and jewelry organizer is perfect for tidying up your vanity
Features 7 drawers for sorting various items neatly and within easy access
Tiered cosmetic organizer offers ample organization space while maintaining a space-saving design
Drawers slide open smoothly, with handles being easy to grip
Includes removable mesh padding to keep items protected and in place
Tired of rummaging through dresser drawers and bags for your cosmetics and accessories? This Acrylic Cosmetic and Jewelry Storage Case Display from Sorbus is the perfect choice for arranging your beauty products and/or jewelry items. The tiered beauty organizer features an acrylic construction to store items securely with an effortless view. The organizer boasts an array of drawers — three bigger drawers are ideal for oversized cosmetics, toiletries and grooming tools, while the four smaller drawers hold more compact items. You'll love creating a glamorous vanity display while bringing ease to your everyday beauty routine.
Closure Type: Flap
Number of Compartments: 7
Material: Plastic
Care & Cleaning: Clean with Water, spot or wipe clean
TCIN: 53437475
UPC: 816485024635
Item Number (DPCI): 052-15-0332
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,9,Target/Beauty/Makeup/Bags & Organizers,$24.99,https://www.target.com/p/sorbus-acrylic-cosmetic-makeup-and-jewelry-storage-case-display-3-large-4-small-drawers/-/A-53539386?preselect=53437475#lnk=sametab,Sorbus Acrylic Cosmetic Makeup and Jewelry Storage Case Display (3 Large/4 Small Drawers),4.2,Makeup
too cool for school,Beauty,"Chat with a Target Beauty Concierge
Highlights
A quick pick me up mask
Brightening, moisturizing, and softening mask
Great before makeup as it creates soft, supple, and radiant skin
Too Cool For School Egg Mousse Pack is whipped, meringue-like mousse facial mask enriched with egg white and egg yolk extracts instantly transforms rough, dull skin into a smooth, radiant complexion in as little as five minutes. Egg white extract purifies and brightens, while egg yolk extract leaves skin hydrated and silky smooth. This unique, frothy facial mask deeply moisturizes and enhances the use of other skin care products for beautifully luminous skin.
Scent: Scented
Health Facts: Sulfate-free
Product Warning: Adult Use Only
Product Form: Gel
Beauty Purpose: Anti-aging, moisturizing, soothing
Recommended Skin Type: Combination
TCIN: 75567446
UPC: 8809297211456
Item Number (DPCI): 037-14-1055
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,2,Target/Beauty/Skin Care/Facial Treatments,$20.00,https://www.target.com/p/too-cool-for-school-egg-mousse-pack-100ml/-/A-75567446,too cool for school Egg Mousse Pack - 100ml,3.5,Skin Care
Pixi,Beauty,"Chat with a Target Beauty Concierge
Clean
Biodegradable
Highlights
Herbal extracts brighten
Collagen & peptides improve skin elasticity
Glycolic acid brightens & exfoliates
3 sheets per box
GLOW Glycolic Boost Mask Give your skin the boost it needs. These sheet masks provide a concentration of expertly curated ingredients that will deliver results in a flash! The GLOW Glycolic Boost sheet mask has an instant brightening and exfoliating effect. Herbal extracts brighten & maintain skin health. Collagen & peptides improve skin elasticity. Glycolic acid brightens & gently exfoliates. Paraben free. Not tested on animals.
Scent: Aloe
Health Facts: Paraben-free
Product Warning: Adult Use Only
Product Form: Sheet
Recommended Skin Type: Normal, mature, oily
TCIN: 53748127
UPC: 885190822089
Item Number (DPCI): 052-18-0086
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Biodegradable
A product that either makes an unqualified on-pack statement of utilizing biodegradable materials in the product, or makes a statement that the final product is 100% biodegradable.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Water, Dipropylene Glycol, Glycerin, Glycolic Acid, Red Ginseng Extract, Aloe Arborescens Leaf Extract, Panax Ginseng Callus Culture Extract, Camellia Sinensis Leaf Extract, Cucumis Sativus (cucumber) Extract, Castanea Sativa (chestnut) Seed Extract, Dioscorea Japonica Root Extract, Ocimum Basilicum (basil) Seed Extract, Hamamelis Virginiana (witch Hazel) Extract, Morus Alba Bark Extract, Asiaticoside, Coix Lacryma-jobi Ma-yuen Seed Extract, Illicium Verum (anise) Fruit Extract, Trehalose, 1, 2-hexanediol, Propanediol, Caprylyl Glycol, Ethylhexylglycerin, Potassium Hydroxide, Xanthan Gum, Butylene Glycol, Disodium Edta.",1,Target/Beauty/Skin Care/Facial Treatments,$10.00,https://www.target.com/p/pixi-by-petra-glow-glycolic-boost-brightening-face-mask-sheet-0-8oz/-/A-53748127,Pixi by Petra GLOW Glycolic Boost - Brightening Face Mask Sheet - 0.8oz,5.0,Skin Care
Soap & Glory,Beauty,"Chat with a Target Beauty Concierge
Highlights
Sheet mask for tired dull stressed out skin
Mask energizes, revitalizes, brightens and boosts the skin
Contains Vitamin C and Rooibos tea extract
Scented with pink grapefruit and mint
Partied too hard? Dull, stressed-out skin? Muster your lustre with a mask that's crammed with gorgeous ingredients to refresh and revive your complexion. BRIGHT + BEAUTIFUL includes Vitamin C and a special white flower skin-brightening complex plus a rooibos tea extract renowned for its energy-boosting properties. Brighten up EVEN MORE with a sprinkling of FLATTERSPHERES for a soft focus touch of radiance. All this - plus a gorgeous pink grapefruit and fresh mint scent - will leave you ready to get up and glow

How to Use:
1. Ensure skin is clean and dry before use.
2. Open the foil and carefully unfold mask.
3. Smooth over your face and gently pat down so the mask feels comfortably snug on your skin. Adjust to fit the contours of your face.
4. Leave for 15-20 mins - the perfect time to chill and relax. If you've had a heavy night, lie down quietly and everything will be all bright!
5. To remove, gently peel off and massage in any excess juice or use a cotton pad to wipe away.
Scent: Grapefruit, mint
Health Facts: Contains vitamin C, contains chamomile, contains peppermint oil, paraben-free
Product Warning: Adult Use Only
Product Form: Sheet
Disposability: Do not flush
Package Quantity: 1
Beauty Purpose: Brightening, skin tone improvement
Recommended Skin Type: Combination, dry, normal, oily
Features: Lightweight, moisturizing
TCIN: 53205566
UPC: 5045096870620
Item Number (DPCI): 052-12-0075
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,40,Target/Beauty/Skin Care/Facial Treatments,$3.00,https://www.target.com/p/soap-38-glory-bright-38-beautiful-radiance-boosting-face-mask-1oz/-/A-53205566,Soap & Glory Bright & Beautiful Radiance-Boosting Face Mask - 1oz,4.2,Skin Care
Yes To,Beauty,"Chat with a Target Beauty Concierge
Clean
Paraben Free
Cruelty Free
Highlights
Made with 96% natural ingredients
Fun yin yang patterned mask helps draw out dirt and oil from pores.
Mask works its magic in just 10 minutes
White charcoal detoxifies and hydrates dry and sensitive skin.
Yes to the perfect balance of black and white charcoal to gently detoxify and hydrate your skin. Formulated for the ultimate detox to draw out pore-clogging dirt, oil and impurities, while hydrating even dry and sensitive skin and enhancing moisture, this fun, bi-colored yin & yang symbol mask works its magic in just 10 minutes. That's plenty of time to capture the right selfie!
Scent: Tomato
Health Facts: Paraben-free, Petroleum-free, contains charcoal, Sulfate-free, formaldehyde-free, phthalate-free, aluminum-free, propylparaben-free, nonylphenol ethoxylate free, butylparaben-free, formaldehyde donor-free
Product Form: Sheet
Sustainability Claims: Cruelty-free
Beauty Purpose: Basic cleansing, moisturizing
Recommended Skin Type: Acne-prone, combination, normal, oily, dry
TCIN: 75564073
UPC: 811748030033
Item Number (DPCI): 037-05-7323
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Water (aqua), Aloe Barbadensis Leaf Juice, Pentylene Glycol, Hamamelis Virginiana (witch Hazel) Water, Glycerin, Propanediol, Sorbitol, 1, 2-hexanediol, Tetrasodium Glutamate Diacetate, Solanum Lycopersicum (tomato) Fruit Extract, Charcoal Powder (binchotan White Charcoal), Charcoal Powder (black Charcoal), Citrullus Vulgaris (watermelon) Fruit Extract, Zingiber Officinale (ginger) Root Extract, Camellia Sinensis Leaf Extract, Xanthan Gum, Allantoin, Dipotassium Glycyrrhizate, Caprylhydroxamic Acid, Galactoarabinan, Bisabolol, Citric Acid, Benzoic Acid, Beta-glucan, Algin, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Fragrance (parfum), Benzyl Benzoate, Coumarin, Butylphenyl Methylpropanal.",13,Target/Beauty/Skin Care/Facial Treatments,$1.79,https://www.target.com/p/yes-to-tomatoes-yin-38-yang-detoxifying-38-hydrating-black-white-charcoal-paper-single-use-face-mask/-/A-75564073,Yes To Tomatoes Yin & Yang Detoxifying & Hydrating Black/White Charcoal Paper Single Use Face Mask,3.9,Skin Care
Pixi,Beauty,"Chat with a Target Beauty Concierge
Clean
Highlights
Silky-smooth application
Natural finish
Longwearing & won't crease
Glitter-y Eye Quad This eye twinkling quad of four pressed glitter-y shades will catch the light and look amazing as a finishing topper on a smoky eye. Use on bare lids or layer on top of your favourite eye look for added dimension and glamour.
Suggested Age: Adult Use Only
Color Family: Multiple Colors
Color Finish: Glitter
Color Palette: Medium Tones
Product Form: Pressed Powder
Beauty Purpose: Defining
TCIN: 53962121
UPC: 885190205837
Item Number (DPCI): 052-18-0263
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Shade #1 Ingredients: Glycerin, Ricinus Communis (castor) Seed Oil (ricinus Communis Seed Oil), Tridecyl Trimellitate, Trisiloxane, Tocopheryl Acetate, Phenoxyethanol, Polyethylene Terephthalate, Polyurethane-11, Ci 77000 (aluminum Powder), Ci 77266 (black 2). Shade #2 Ingredients: Glycerin, Ricinus Communis (castor) Seed Oil (ricinus Communis Seed Oil), Tridecyl Trimellitate, Trisiloxane, Tocopheryl Acetate, Phenoxyethanol, Polyethylene Terephthalate, Acrylates Copolymer. Shade#3 & 4 Ingredients: Glycerin, Ricinus Communis (castor) Seed Oil (ricinus Communis Seed Oil), Tridecyl Trimellitate. Trisiloxane, Tocopheryl Acetate, Phenoxyethanol, Polyethylene Terephthalate, Acrylates Copolymer, Polyurethane-11. May Contain (+-): Ci 77000 (aluminum Powder), Ci 77510 (ferric Ammonium Ferrocyanide), Ci 19140 (yellow 5 Lake).",2,Target/Beauty/Makeup/Eyes,$14.00,https://www.target.com/p/pixi-by-petra-glitter-y-eye-quad-blue-pearl-0-14oz/-/A-53962121,Pixi by Petra Glitter-y Eye Quad Blue Pearl - 0.14oz,5.0,Makeup
Pixi,Beauty,"Chat with a Target Beauty Concierge
Clean
Highlights
Minimizes redness
Rose extract calms & hydrates
Alcohol free
Rose Tonic 250ml Naturally soothing and rich in skin loving nutrients, this alcohol free tonic helps to tone, balance pH, minimize redness and calm skin. Rehydrates, replenishes and refreshes, and now comes in a convenient larger size. A nourishing, gentle toner for all skin types, including very sensitive.
Scent: Rose
Health Facts: Paraben-free
Product Form: Liquid
Beauty Purpose: Nourishing, calming
Recommended Skin Type: Normal
TCIN: 53963851
UPC: 885190821105
Item Number (DPCI): 052-18-0036
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Aqua/water/eau, Rosa Damascena Flower Water, Propanediol, Glycerin, Aloe Barbadensis Leaf Juice, Sodium Pca, Peg-40 Hydrogenated Castor Oil, Triethyl Citrate, Rose Extract, Phenoxyethanol, Rosa Canina Extract, Camellia Sinensis Leaf Extract, Sambucus Nigra Flower (elder Flower) Extract, Chamomilla Recutita (matricaria) Flower Extract, Sodium Hyaluronate, Betaine, Sodium Citrate, Montmorillonite, Citric Acid, Disodium Edta, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate.",2,Target/Beauty/Skin Care/Facial Cleansers,$29.00,https://www.target.com/p/pixi-by-petra-rose-tonic-8-45-fl-oz/-/A-53963851,Pixi by Petra Rose Tonic - 8.45 fl oz,5.0,Skin Care
Piggy Paint,Beauty,"Chat with a Target Beauty Concierge
Non-Toxic
Health Facts: Sulfate-free, butylparaben-free, formaldehyde donor-free, formaldehyde-free, paraben-free, propylparaben-free, phthalate-free, nonylphenol ethoxylate free
Color Family: Purple
Color Finish: Matte
Color Palette: Bright Tones
Beauty Purpose: Nail care
TCIN: 50867771
UPC: 816884010154
Item Number (DPCI): 052-06-3432
Non-Toxic
A product that makes an unqualified on-pack non-toxic statement (the statement cannot be limited to humans or environment).
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,3,Target/Beauty/Makeup/Nails,$8.99,https://www.target.com/p/piggy-paint-non-toxic-nail-polish/-/A-54188356?preselect=50867771#lnk=sametab,Piggy Paint Non-Toxic Nail Polish,3.0,Makeup
Crayola,Beauty,"Paraben Free
Aluminum Free
Highlights
Colorful bath bombs add a fun twist to bath time
Fizzy bath bombs come in fresh fruity scents from zesty laser lemon to sweet cotton candy
Come with an aluminum- and paraben-free formula making it safe for soft, sensitive skin
Add a fun spin to your kids' bath time with these 8-Count Color Your Bath Bath Bomb Bucket from Crayola. Completely non-toxic and paraben-free, these delightful fizzy bath bombs dissolve and change the color of the bath into vivid and vibrant colors of their choice that neither stick to the skin or tub but wash cleanly away. With so many fresh, fruity scents and colors to splash around in, your little ones will thoroughly enjoy splash time.
Scent: Fruit
Suggested Age: All Ages
Health Facts: Aluminum-free, paraben-free
Product Warning: Use with adult supervision
Product Form: Bath bomb
Beauty Purpose: Basic cleansing
Recommended Skin Type: Normal
TCIN: 75454276
UPC: 692237103021
Item Number (DPCI): 049-00-3467
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Aluminum Free
A product that either makes an unqualified on-pack statement indicating that it does not contain aluminum, or carries an unqualified on-pack statement ""no aluminum"" or ""aluminum-free.""
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Sodium Bicarbonate, Sodium Sulfate, Citric Acid, Peg-8, Fragrance. May Contain: Blue 1, Red 33, Yellow 5, Red 28.",109,Target/Beauty/Bath & Body/Bath Bombs,$5.99,https://www.target.com/p/crayola-color-your-bath-bucket-bath-bomb-11-29oz-8ct/-/A-75454276,Crayola Color Your Bath Bucket Bath Bomb - 11.29oz/8ct,4.5,Bath & Body
Red Earth,Beauty,"Chat with a Target Beauty Concierge
Highlights
Intensive mask that helps skin glow
Formulated with Hyaluronic Acid & Centella asiatica
Hydration packed with natural ingredients
After washing your face, apply HAVE FUN Hydrating Facemask on the face for 10 - 15 minutes, follow with moisturizer.
Moisture boosting treatment to replenish dehydrated skin. Replenish dehydrated skin with this moisture boosting facial, before going to bed, before applying make-up or in the bath. You will quickly see the hydrating results. A face mask formulated with functional ingredients; Hyaluronic Acid to support hydration & Centella asiatica for supporting skin's recovery.Boasting a concentration of Aloe Vera, as well as Chrysanthellum and Sugar Cane, this antioxidant filled mask helps skin retain optimal moisture balance.


Scent: Clean, Fresh
Health Facts: Contains collagen, formaldehyde-free, mineral oil-free, noncomedogenic, paraben-free, phthalate-free
Product Form: Sheet
Beauty Purpose: Regenerating, calming, deep hydration, moisturizing, nourishing, smoothing, soothing, color correction
Recommended Skin Type: Dry, normal, very dry
TCIN: 75568453
UPC: 843230100214
Item Number (DPCI): 037-14-1072
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Water, Glycerin, Butylene Glycol, Peg/ppg-17/6 Copolymer, Betaine, Aloe Barbadensis Leaf Juice, Dimethicone, Hydroxyacetophenone, Allantoin, Octyldodeceth-16, Carbomer, Triethanolamine, Dipotassium Glycyrrhizate, Caprylyl Glycol, Polyglyceryl-10 Stearate, Ethylhexylglycerin, 1, 2-hexanediol, Disodium Edta, Sodium Hyaluronate, Fragrance, Phenoxyethanol, Hydrogenated Lecithin, Portulaca Oleracea Extract, Potassium Sorbate, Sodium Benzoate, Saccharum Officinarum (sugar Cane) Extract, Chondrus Crispus (carrageenan) Extract, Chrysanthellum Indicum Extract, Curcuma Longa (turmeric) Root Extract, Viscum Album Extract, Centella Asiatica Extract, Ginkgo Biloba Leaf Extract, Chamomilla Recutita (matricaria) Flower Extract",2,Target/Beauty/Skin Care/Facial Treatments,$3.00,https://www.target.com/p/red-earth-have-fun-waves-hydrating-face-mask-70-fl-oz/-/A-75568453,Red Earth Have Fun Waves Hydrating Face Mask - .70 fl oz,5.0,Skin Care
e.l.f.,Beauty,"Chat with a Target Beauty Concierge
Clean
Cruelty Free
Highlights
Nail Polish Collection
Mix and match colors to create unique manicures
Smooth application formula
Get beautiful looking nails with this set of 10 gorgeous e.l.f. polish colors. Mix and match to create totally unique manicures that best reflect your personal style.

Brush excess color at the top of the bottle, apply polish to nails with a steady hand.
Number of Pieces: 10
Color Family: Multiple Colors
Color Finish: High shine, metallic
Color Palette: Bright Tones
Sustainability Claims: Cruelty-free
Beauty Purpose: Nail care
Features: High shine
TCIN: 75564677
UPC: 609332746367
Item Number (DPCI): 052-16-0519
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Butyl Acetate, Ethyl Acetate, Nitrocellulose, Acrylates Copolymer, Alcohol Denat., Acetyl Tributyl Citrate, Isopropyl Alcohol, Stearalkonium Hectorite, Polyethylene Terephthalate, Mico, Aluminum May Contain: Red 6 Lake (ci 15850), Red 7 Lake (ci 15850), Yellow 5 Lake (ci 19140), Yellow 10 Lake (ci 47005), Blue 1 Lake (ci 42090), Dc Black 2 (ci 77266), Ferric Ammonium Ferrocyanide (ci 77510), Ultramarines (ci 77007), Titanium Dioxide (ci 77891)",6,Target/Beauty/Makeup/Nails,$10.00,https://www.target.com/p/e-l-f-holiday-nail-color-set-10pc/-/A-75564677,e.l.f. Holiday Nail Color Set - 10pc,4.3,Makeup
